id;programa;codigo_programa;codigo_instituicao
3483;CIÊNCIAS FLORESTAIS E AMBIENTAIS;50001019016P5;50001019
3484;CIÊNCIAS VETERINÁRIAS;50001019017P1;50001019
3485;DIREITO ;50001019025P4;50001019
3486;ECOLOGIA E CONSERVAÇÃO DA BIODIVERSIDADE;50001019003P0;50001019
3487;ECONOMIA;50001019013P6;50001019
3488;EDUCAÇÃO;50001019001P8;50001019
3489;EDUCAÇÃO;50001019024P8;50001019
3490;EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA - UFMT - UFPA - UEA;50001019028P3;50001019
3491;EDUCAÇÃO FÍSICA;33004137068P8;50001019
3492;Educação Física;50001019035P0;50001019
3493;ENFERMAGEM;50001019015P9;50001019
3494;ENGENHARIA AGRÍCOLA;50001019030P8;50001019
3495;ENGENHARIA DE EDIFICAÇÕES E AMBIENTAL;50001019022P5;50001019
3496;ENSINO DE CIÊNCIAS DA NATUREZA E MATEMÁTICA;50001019174P0;50001019
3497;ENSINO DE CIÊNCIAS NATURAIS;50001019027P7;50001019
3498;Ensino de Física  - PROFIS;33283010001P5;50001019
3499;Ensino de História;31001017155P1;50001019
3500;ESTUDOS DE CULTURA CONTEMPORÂNEA;50001019020P2;50001019
3501;ESTUDOS DE LINGUAGEM;50001019008P2;50001019
3502;FILOSOFIA;40001016170P6;50001019
3503;Filosofia;50001019038P9;50001019
3504;FÍSICA;50001019012P0;50001019
3505;FÍSICA AMBIENTAL;50001019007P6;50001019
3506;GEOCIÊNCIAS;50001019011P3;50001019
3507;GEOGRAFIA;50001019006P0;50001019
3508;GEOGRAFIA;50001019036P6;50001019
3509;GESTÃO E TECNOLOGIA AMBIENTAL;50001019172P7;50001019
3510;HISTÓRIA;50001019005P3;50001019
3511;IMUNOLOGIA E PARASITOLOGIA BÁSICAS E APLICADAS;50001019031P4;50001019
3512;Matemática em Rede Nacional;31075010001P2;50001019
3513;Nutrição, alimentos e metabolismo;50001019019P4;50001019
3514;POLÍTICA SOCIAL;50001019023P1;50001019
3515;PROFBIO ENSINO DE BIOLOGIA EM REDE NACIONAL;32001010175P5;50001019
3516;PROFNIT - PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA INOVAÇÃO;31102000001P6;50001019
3517;PSICOLOGIA;50001019171P0;50001019
3518;QUÍMICA;50001019029P0;50001019
3519;RECURSOS HÍDRICOS;50001019018P8;50001019
3520;SAUDE COLETIVA;50001019010P7;50001019
3521;SAÚDE E AMBIENTE;50001019004P7;50001019
3522;SOCIOLOGIA;50001019101P2;50001019
3523;Zoologia;50001019039P5;50001019
3524;Zootecnia;50001019033P7;50001019
3525;ZOOTECNIA;50001019173P3;50001019
3526;Matemática em Rede Nacional;31075010001P2;50001027
3527;Matemática em Rede Nacional;31075010001P2;50001035
3528;ADMINISTRAÇÃO;32001010026P0;32001010
3529;ALIMENTOS E SAÚDE ;32001010179P0;32001010
3530;AMBIENTE CONSTRUÍDO E PATRIMÔNIO SUSTENTÁVEL;32001010074P4;32001010
3531;ANÁLISE E MODELAGEM DE SISTEMAS AMBIENTAIS;32001010075P0;32001010
3532;ANÁLISES CLÍNICAS E TOXICOLÓGICAS;32001010093P9;32001010
3533;ANTROPOLOGIA;32001010072P1;32001010
3534;ARQUITETURA E URBANISMO;32001010049P0;32001010
3535;ARTES;32001010051P4;32001010
3536;BIOINFORMÁTICA;32001010068P4;32001010
3537;BIOLOGIA CELULAR;32001010009P8;32001010
3538;BIOLOGIA VEGETAL;32001010061P0;32001010
3539;BIOQUÍMICA E IMUNOLOGIA;32001010006P9;32001010
3540;CIÊNCIA ANIMAL;32001010042P5;32001010
3541;Ciência Animal;32001010087P9;32001010
3542;CIÊNCIA  POLÍTICA;32001010011P2;32001010
3543;Ciências Aplicadas à Cirurgia e à Oftalmologia;32001010069P0;32001010
3544;Ciências Aplicadas à Saúde do Adulto;32001010065P5;32001010
3545;CIÊNCIAS BIOLÓGICAS FISIOLOGIA E FARMACOLOGIA;32001010007P5;32001010
3546;CIÊNCIAS BIOLÓGICAS MICROBIOLOGIA;32001010008P1;32001010
3547;CIÊNCIAS DA COMPUTAÇÃO;32001010004P6;32001010
3548;CIÊNCIAS DA INFORMAÇÃO;32001010028P2;32001010
3549;CIÊNCIAS DA REABILITAÇÃO;32001010062P6;32001010
3550;CIÊNCIAS DA SAÚDE;32001010035P9;32001010
3551;CIÊNCIAS DE ALIMENTOS;32001010031P3;32001010
3552;CIÊNCIAS DO ESPORTE;32001010040P2;32001010
3553;CIÊNCIAS FARMACÊUTICAS;32001010055P0;32001010
3554;CIÊNCIAS FLORESTAIS;32001010177P8;32001010
3555;Ciências Fonoaudiológicas;32001010094P5;32001010
3556;CIÊNCIAS TÉCNICAS NUCLEARES;32001010018P7;32001010
3557;CIRURGIA;32001010020P1;32001010
3558;COMUNICAÇÃO SOCIAL;32001010052P0;32001010
3559;CONSTRUÇÃO CIVIL;32001010071P5;32001010
3560;CONTROLADORIA E CONTABILIDADE;32001010078P0;32001010
3561;DEMOGRAFIA;32001010034P2;32001010
3562;DIREITO;32001010027P6;32001010
3563;ECOLOGIA CONSERVAÇÃO E MANEJO DA VIDA SILVESTRE;32001010036P5;32001010
3564;ECONOMIA;27001016170P9;32001010
3565;ECONOMIA;32001010013P5;32001010
3566;EDUCAÇÃO;32001010001P7;32001010
3567;Educação e Docência;32001010097P4;32001010
3568;EDUCAÇÃO FÍSICA;33004137068P8;32001010
3569;ENFERMAGEM;32001010046P0;32001010
3570;ENGENHARIA DE ESTRUTURAS;32001010038P8;32001010
3571;ENGENHARIA DE ESTRUTURAS;32001010059P5;32001010
3572;ENGENHARIA DE PRODUÇÃO;32001010050P8;32001010
3573;ENGENHARIA ELÉTRICA;32001010015P8;32001010
3574;ENGENHARIA MECÂNICA;32001010016P4;32001010
3575;ENGENHARIA METALÚRGICA, MATERIAIS E DE MINAS;32001010174P9;32001010
3576;ENGENHARIA METALÚRGICA E DE MINAS;32001010017P0;32001010
3577;ENGENHARIA QUÍMICA;32001010044P8;32001010
3578;ESTATÍSTICA;32001010053P7;32001010
3579;ESTUDOS DA OCUPAÇÃO;32001010178P4;32001010
3580;Estudos do Lazer;32001010077P3;32001010
3581;ESTUDOS LINGÜÍSTICOS;32001010057P2;32001010
3582;ESTUDOS LITERÁRIOS;32001010056P6;32001010
3583;FARMACOLOGIA BIOQUIMICA E MOLECULAR;32001010063P2;32001010
3584;FILOSOFIA;32001010012P9;32001010
3585;FÍSICA;32001010002P3;32001010
3586;GENÉTICA;32001010054P3;32001010
3587;GEOGRAFIA;32001010037P1;32001010
3588;GEOLOGIA;32001010039P4;32001010
3589;GEOTECNIA E TRANSPORTES;32001010086P2;32001010
3590;GESTÃO & ORGANIZAÇÃO DO CONHECIMENTO;32001010172P6;32001010
3591;GESTÃO DE SERVIÇOS DE SAÚDE;32001010176P1;32001010
3592;HISTÓRIA;32001010043P1;32001010
3593;INFECTOLOGIA E MEDICINA TROPICAL;32001010023P0;32001010
3594;INOVAÇÃO TECNOLÓGICA E BIOFARMACÊUTICA;32001010171P0;32001010
3595;Inovação Tecnológica e Propriedade Intelectual;32001010085P6;32001010
3596;LETRAS;23001011069P5;32001010
3597;LETRAS;32001010032P0;32001010
3598;MATEMÁTICA;32001010003P0;32001010
3599;MATEMATICA;32001010064P9;32001010
3600;Medicamentos e Assistência Farmacêutica;32001010091P6;32001010
3601;MEDICINA DERMATOLOGIA;32001010021P8;32001010
3602;MEDICINA GASTROENTEROLOGIA;32001010048P3;32001010
3603;MEDICINA MOLECULAR;32001010088P5;32001010
3604;MEDICINA VETERINÁRIA;32001010030P7;32001010
3605;MICROBIOLOGIA APLICADA;32001010095P1;32001010
3606;Multicêntrico em Bioquímica e Biologia Molecular;33287015001P7;32001010
3607;MULTICÊNTRICO EM CIÊNCIAS FISIOLÓGICAS;33147019001P2;32001010
3608;MÚSICA;32001010058P9;32001010
3609;Nanotecnologia Farmacêutica;52001016048P0;32001010
3610;NEUROCIÊNCIAS;32001010079P6;32001010
3611;Nutrição e Saúde;32001010099P7;32001010
3612;ODONTOLOGIA;32001010025P3;32001010
3613;Odontologia em Saúde Pública;32001010096P8;32001010
3614;OFTALMOLOGIA;32001010024P7;32001010
3615;OFTALMOLOGIA;32001010070P9;32001010
3616;PARASITOLOGIA;32001010010P6;32001010
3617;PATOLOGIA;32001010019P3;32001010
3618;Produção Animal;32001010098P0;32001010
3619;PRODUÇÃO VEGETAL;32001010073P8;32001010
3620;PROFARTES;41002016026P1;32001010
3621;PROFBIO ENSINO DE BIOLOGIA EM REDE NACIONAL;32001010175P5;32001010
3622;Promoção de Saúde e Prevenção da Violência;32001010090P0;32001010
3623;PSICOLOGIA: COGNIÇÃO E COMPORTAMENTO;32001010173P2;32001010
3624;PSICOLOGIA;32001010041P9;32001010
3625;QUÍMICA;32001010005P2;32001010
3626;SANEAMENTO,  MEIO AMBIENTE E RECURSOS HÍDRICOS;32001010014P1;32001010
3627;Saúde da Mulher;32001010022P4;32001010
3628;SAÚDE PÚBLICA;32001010045P4;32001010
3629;SOCIEDADE, AMBIENTE E TERRITÓRIO;32001010100P5;32001010
3630;SOCIOLOGIA;32001010033P6;32001010
3631;SOCIOLOGIA E POLÍTICA;32001010047P7;32001010
3632;Zoologia;32001010089P1;32001010
3633;ZOOTECNIA;32001010029P9;32001010
3634;Artes Cênicas;32007019028P0;32007019
3635;Biotecnologia;32007019020P0;32007019
3636;Ciência da Computação;32007019023P9;32007019
3637;Ciências;32007019025P1;32007019
3638;CIÊNCIAS BIOLÓGICAS;32007019006P7;32007019
3639;CIÊNCIAS FARMACÊUTICAS;32007019014P0;32007019
3640;COMUNICAÇÃO;32007019049P8;32007019
3641;Direito;32007019052P9;32007019
3642;ECOLOGIA DE BIOMAS TROPICAIS;32007019016P2;32007019
3643;ECONOMIA APLICADA;32007019050P6;32007019
3644;Educação;32007019024P5;32007019
3645;EDUCAÇÃO MATEMÁTICA;32007019018P5;32007019
3646;ENGENHARIA AMBIENTAL;32007019011P0;32007019
3647;ENGENHARIA CIVIL;32007019005P0;32007019
3648;ENGENHARIA DAS CONSTRUÇÕES;32007019017P9;32007019
3649;ENGENHARIA DE MATERIAIS - UFOP - UEMG;32007019007P3;32007019
3650;Engenharia de Produção;32007019053P5;32007019
3651;ENGENHARIA GEOTÉCNICA;32007019010P4;32007019
3652;ENGENHARIA MECÂNICA;32007019054P1;32007019
3653;ENGENHARIA MINERAL;32007019008P0;32007019
3654;ENSINO DE CIÊNCIAS;32007019026P8;32007019
3655;EVOLUÇÃO CRUSTAL E RECURSOS NATURAIS;32007019004P4;32007019
3656;Filosofia;32007019012P7;32007019
3657;GEOTECNIA;32007019013P3;32007019
3658;História;32007019015P6;32007019
3659;INSTRUMENTAÇÃO, CONTROLE E AUTOMAÇÃO DE PROCESSOS DE MINERAÇÃO;32007019051P2;32007019
3660;Letras: estudos da linguagem;32007019021P6;32007019
3661;Matemática em Rede Nacional;31075010001P2;32007019
3662;Multicêntrico em Química de Minas Gerais;32005016039P0;32007019
3663;Nanotecnologia Farmacêutica;52001016048P0;32007019
3664;Química;32007019029P7;32007019
3665;Saúde da Família;33303002001P9;32007019
3666;Saúde e Nutrição;32007019022P2;32007019
3667;SUSTENTABILIDADE SOCIOECONÔMICA AMBIENTAL;32007019009P6;32007019
3668;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;53045009001P3;42003016
3669;AGRONOMIA;42003016010P7;42003016
3670;Antropologia;42003016045P5;42003016
3671;ARQUITETURA E URBANISMO;42003016032P0;42003016
3672;Artes Visuais;42003016044P9;42003016
3673;BIOLOGIA ANIMAL;42003016053P8;42003016
3674;Bioquímica e Bioprospecção;42003016040P3;42003016
3675;BIOTECNOLOGIA;42003016013P6;42003016
3676;BIOTECNOLOGIA;42003016020P2;42003016
3677;Ciência e Engenharia de Materiais;42003016041P0;42003016
3678;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;42003016009P9;42003016
3679;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;42003016054P4;42003016
3680;CIÊNCIA E TECNOLOGIA DE SEMENTES;42003016016P5;42003016
3681;CIÊNCIA E TECNOLOGIA DE SEMENTES;42003016023P1;42003016
3682;Ciência Política;42003016037P2;42003016
3683;CIÊNCIAS AMBIENTAIS;42003016056P7;42003016
3684;CIÊNCIAS ODONTOLÓGICAS INTEGRADAS;50008013004P1;42003016
3685;Computação;42003016038P9;42003016
3686;Desenvolvimento Territorial e Sistemas Agroindustriais;42003016052P1;42003016
3687;DIREITO;42003016057P3;42003016
3688;EDUCAÇÃO;42003016014P2;42003016
3689;EDUCAÇÃO FÍSICA;42003016026P0;42003016
3690;EDUCAÇÃO MATEMÁTICA;42003016055P0;42003016
3691;ENFERMAGEM;42003016030P8;42003016
3692;ENSINO DE CIÊNCIAS E MATEMÁTICA;42003016042P6;42003016
3693;ENTOMOLOGIA;42003016046P1;42003016
3694;EPIDEMIOLOGIA;42003016011P3;42003016
3695;FILOSOFIA;42003016031P4;42003016
3696;FÍSICA;42003016033P7;42003016
3697;FISIOLOGIA VEGETAL;42003016017P1;42003016
3698;FITOSSANIDADE;42003016018P8;42003016
3699;Geografia;42003016047P8;42003016
3700;História;42003016036P6;42003016
3701;Letras;42003016039P5;42003016
3702;Manejo e Conservação do Solo e da Água;42003016043P2;42003016
3703;MEMÓRIA SOCIAL E PATRIMÔNIO CULTURAL;42003016027P7;42003016
3704;METEOROLOGIA;42003016019P4;42003016
3705;Microbiologia e Parasitologia;42003016022P5;42003016
3706;Modelagem Matemática;42003016051P5;42003016
3707;NUTRIÇÃO E ALIMENTOS;42003016035P0;42003016
3708;ODONTOLOGIA;42003016001P8;42003016
3709;ODONTOLOGIA CIRURGIA E TRAUM. BUCO-MAXILO FACIAL;42003016002P4;42003016
3710;ORGANIZAÇÕES E MERCADOS;42003016034P3;42003016
3711;QUÍMICA;42003016028P3;42003016
3712;Recursos Hídricos;42003016048P4;42003016
3713;Saúde da Família;33303002001P9;42003016
3714;SAÚDE PÚBLICA BASEADA EM EVIDÊNCIA;42003016029P0;42003016
3715;SISTEMAS DE PRODUÇÃO AGRÍCOLA FAMILIAR;42003016025P4;42003016
3716;SOCIOLOGIA;42003016024P8;42003016
3717;VETERINÁRIA;42003016008P2;42003016
3718;ZOOTECNIA;42003016007P6;42003016
3719;ADMINISTRAÇÃO;25001019046P0;25001019
3720;ADMINISTRAÇÃO;25001019078P0;25001019
3721;ANTROPOLOGIA;25001019013P5;25001019
3722;ARQUEOLOGIA;25001019059P5;25001019
3723;ARTES VISUAIS UFPB J.P. - UFPE;24001015056P3;25001019
3724;BIOFÍSICA;25001019008P1;25001019
3725;BIOLOGIA ANIMAL;25001019041P9;25001019
3726;BIOLOGIA APLICADA À SAÚDE;25001019079P6;25001019
3727;BIOLOGIA DE FUNGOS;25001019010P6;25001019
3728;BIOLOGIA VEGETAL;25001019038P8;25001019
3729;BIOQUÍMICA E FISIOLOGIA;25001019009P8;25001019
3730;BIOTECNOLOGIA;25001019081P0;25001019
3731;BIOTECNOLOGIA DE PRODUTOS BIOATIVOS;25001019049P0;25001019
3732;BIOTECNOLOGIA - Rede RENORBIO;22003010017P5;25001019
3733;CIÊNCIA DA INFORMAÇÃO;25001019077P3;25001019
3734;CIÊNCIA DE MATERIAIS;25001019053P7;25001019
3735;CIÊNCIA POLÍTICA;25001019033P6;25001019
3736;CIÊNCIAS BIOLÓGICAS;25001019045P4;25001019
3737;CIÊNCIAS BIOLÓGICAS FISIOLOGIA;25001019011P2;25001019
3738;CIÊNCIAS CONTÁBEIS;25001019068P4;25001019
3739;CIÊNCIAS DA COMPUTAÇÃO;25001019004P6;25001019
3740;CIÊNCIAS DA COMPUTAÇÃO;25001019062P6;25001019
3741;CIÊNCIAS DA SAÚDE;25001019039P4;25001019
3742;CIÊNCIAS FARMACÊUTICAS;25001019027P6;25001019
3743;CIÊNCIAS GEODÉSICAS E TECNOLOGIAS DA GEOINFORMAÇÃO;25001019052P0;25001019
3744;CIRURGIA;25001019023P0;25001019
3745;COMUNICAÇÃO;25001019054P3;25001019
3746;DESENVOLVIMENTO E MEIO AMBIENTE;25001019060P3;25001019
3747;DESENVOLVIMENTO E MEIO AMBIENTE UFPI-UFRN-FUFSE-UESC-UFPB/JP;22001018074P6;25001019
3748;DESENVOLVIMENTO URBANO;25001019030P7;25001019
3749;DESIGN;25001019057P2;25001019
3750;DIREITO;25001019029P9;25001019
3751;Direitos Humanos;25001019089P1;25001019
3752;ECONOMIA;25001019017P0;25001019
3753;ECONOMIA;25001019063P2;25001019
3754;Economia - Campus Agreste;25001019083P3;25001019
3755;EDUCAÇÃO;25001019001P7;25001019
3756;Educação Contemporânea;25001019084P0;25001019
3757;EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA;25001019095P1;25001019
3758;EDUCAÇÃO FÍSICA;25001019156P0;25001019
3759;EDUCAÇÃO MATEMÁTICA E TECNOLÓGICA;25001019069P0;25001019
3760;ENFERMAGEM;25001019082P7;25001019
3761;ENGENHARIA AEROESPACIAL;23001011181P0;25001019
3762;Engenharia Biomédica;25001019088P5;25001019
3763;ENGENHARIA CIVIL;25001019040P2;25001019
3764;ENGENHARIA CIVIL E AMBIENTAL;25001019080P4;25001019
3765;ENGENHARIA DE PRODUÇÃO;25001019021P8;25001019
3766;ENGENHARIA DE PRODUÇÃO;25001019065P5;25001019
3767;Engenharia de Produção - Centro Acadêmico do Agreste;25001019090P0;25001019
3768;ENGENHARIA ELÉTRICA;25001019019P3;25001019
3769;ENGENHARIA ELÉTRICA;25001019064P9;25001019
3770;ENGENHARIA MECÂNICA;25001019050P8;25001019
3771;ENGENHARIA MINERAL;25001019061P0;25001019
3772;ENGENHARIA QUÍMICA;25001019044P8;25001019
3773;Ensino de Física  - PROFIS;33283010001P5;25001019
3774;Ensino de História;31001017155P1;25001019
3775;Ergonomia;25001019085P6;25001019
3776;ESTATÍSTICA;25001019048P3;25001019
3777;FILOSOFIA;25001019014P1;25001019
3778;FILOSOFIA;25001019071P5;25001019
3779;FILOSOFIA;25001019094P5;25001019
3780;FILOSOFIA;40001016170P6;25001019
3781;FILOSOFIA UFPE-UFPB-UFRN;24001015046P8;25001019
3782;FÍSICA;25001019002P3;25001019
3783;FISIOTERAPIA;25001019072P1;25001019
3784;GENÉTICA;25001019037P1;25001019
3785;GEOCIÊNCIAS;25001019007P5;25001019
3786;GEOGRAFIA;25001019016P4;25001019
3787;GERONTOLOGIA;25001019092P2;25001019
3788;GESTÃO, INOVAÇÃO E CONSUMO;25001019173P2;25001019
3789;GESTÃO DE RISCOS E DESASTRES NATURAIS;25001019096P8;25001019
3790;Gestão e Economia da Saúde;25001019087P9;25001019
3791;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;33004013069P2;25001019
3792;GESTÃO PÚBLICA  PARA O DESENVOLVIMENTO DO NORDESTE;25001019055P0;25001019
3793;HISTÓRIA;25001019015P8;25001019
3794;HOTELARIA E TURISMO;25001019171P0;25001019
3795;INOVAÇÃO TERAPÊUTICA;25001019073P8;25001019
3796;LETRAS;23001011069P5;25001019
3797;LETRAS;25001019032P0;25001019
3798;MATEMÁTICA;25001019003P0;25001019
3799;MATEMÁTICA COMPUTACIONAL;25001019056P6;25001019
3800;MEDICINA;25001019042P5;25001019
3801;MEDICINA TROPICAL;25001019024P7;25001019
3802;MORFOTECNOLOGIA;25001019097P4;25001019
3803;MÚSICA;25001019157P7;25001019
3804;Nanotecnologia Farmacêutica;52001016048P0;25001019
3805;NEUROPSIQUIATRIA E CIÊNCIAS DO COMPORTAMENTO;25001019043P1;25001019
3806;Nutrição, Atividade Física e Plasticidade Fenotípica;25001019093P9;25001019
3807;NUTRIÇÃO;25001019028P2;25001019
3808;OCEANOGRAFIA;25001019034P2;25001019
3809;ODONTOLOGIA;25001019058P9;25001019
3810;PATOLOGIA;25001019022P4;25001019
3811;Políticas Públicas;25001019091P6;25001019
3812;PROFBIO ENSINO DE BIOLOGIA EM REDE NACIONAL;32001010175P5;25001019
3813;PROFNIT - PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA INOVAÇÃO;31102000001P6;25001019
3814;PSICOLOGIA;25001019066P1;25001019
3815;PSICOLOGIA COGNITIVA;25001019018P7;25001019
3816;QUÍMICA;25001019036P5;25001019
3817; Rede Nacional para Ensino das Ciências Ambientais;33002045070P4;25001019
3818;SAÚDE COLETIVA;25001019051P4;25001019
3819;SAÚDE COLETIVA ;25001019074P4;25001019
3820;SAÚDE DA COMUNICAÇÃO HUMANA;25001019086P2;25001019
3821;SAÚDE DA COMUNICAÇÃO HUMANA;25001019172P6;25001019
3822;SAÚDE DA CRIANÇA E DO ADOLESCENTE;25001019026P0;25001019
3823;SAÚDE HUMANA E MEIO AMBIENTE;25001019075P0;25001019
3824;SAÚDE TRANSLACIONAL;25001019174P9;25001019
3825;SERVIÇO SOCIAL;25001019031P3;25001019
3826;SOCIOLOGIA;25001019012P9;25001019
3827;TECNOLOGIAS ENERGÉTICAS NUCLEARES;25001019020P1;25001019
3828;TECNOLOGIAS ENERGÉTICAS NUCLEARES;25001019076P7;25001019
3829;ADMINISTRAÇÃO;10001018006P7;10001018
3830;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;53045009001P3;10001018
3831;AGROECOSSISTEMAS AMAZÔNICOS;10001018044P6;10001018
3832;Biodiversidade e Biotecnologia - Rede BIONORTE;12001015038P1;10001018
3833;BIOLOGIA EXPERIMENTAL;10001018002P1;10001018
3834;Ciências Ambientais;10001018017P9;10001018
3835;CIÊNCIAS DA LINGUAGEM;10001018008P0;10001018
3836;CONSERVAÇÃO E USO DE RECURSOS NATURAIS;10001018041P7;10001018
3837;DESENVOLVIMENTO REGIONAL E MEIO AMBIENTE;10001018004P4;10001018
3838;DIREITOS HUMANOS E DESENVOLVIMENTO DA JUSTIÇA;10001018039P2;10001018
3839;EDUCAÇÃO;10001018011P0;10001018
3840;Educação Escolar;10001018016P2;10001018
3841;EDUCAÇÃO MATEMÁTICA;10001018042P3;10001018
3842;EDUCAÇÃO NA AMAZÔNIA;15001016166P8;10001018
3843;ENSINO DE CIÊNCIAS DA NATUREZA - PPGECN;10001018040P0;10001018
3844;Ensino de Física  - PROFIS;33283010001P5;10001018
3845;Ensino em Ciências da Saúde;10001018013P3;10001018
3846;Estudos Literários;10001018012P7;10001018
3847;FILOSOFIA;10001018043P0;10001018
3848;GEOGRAFIA;10001018005P0;10001018
3849;GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA;33004013069P2;10001018
3850;História e Estudos Culturais;10001018015P6;10001018
3851;Letras;10001018010P4;10001018
3852;Letras;10001018014P0;10001018
3853;LINGÜÍSTICA;10001018003P8;10001018
3854;Matemática em Rede Nacional;31075010001P2;10001018
3855;PSICOLOGIA;10001018009P6;10001018
3856;Sanidade e Produção Animal Sustentável na Amazônia Ocidental;11001011008P2;10001018
3857;Saúde da Família;33303002001P9;10001018
3858;ADMINISTRAÇÃO;41001010010P5;41001010
3859;ADMINISTRAÇÃO UNIVERSITÁRIA;41001010078P9;41001010
3860;AGROECOSSISTEMAS;41001010038P7;41001010
3861;AGROECOSSISTEMAS;41001010068P3;41001010
3862;ANTROPOLOGIA SOCIAL;41001010017P0;41001010
3863;AQUICULTURA;41001010019P2;41001010
3864;ARQUITETURA E URBANISMO;41001010048P2;41001010
3865;Assistência Farmacêutica;42001013102P6;41001010
3866;BIOLOGIA CELULAR E DO DESENVOLVIMENTO;41001010074P3;41001010
3867;BIOLOGIA DE FUNGOS, ALGAS E PLANTAS;41001010043P0;41001010
3868;BIOQUÍMICA;41001010069P0;41001010
3869;BIOTECNOLOGIA E BIOCIÊNCIAS;41001010035P8;41001010
3870;CIÊNCIA DA INFORMAÇÃO;41001010052P0;41001010
3871;CIÊNCIA E ENGENHARIA DE MATERIAIS;41001010031P2;41001010
3872;CIÊNCIAS DA COMPUTAÇÃO;41001010025P2;41001010
3873;CIÊNCIAS DA REABILITAÇÃO;41001010160P7;41001010
3874;CIÊNCIAS DOS ALIMENTOS;41001010021P7;41001010
3875;CIÊNCIAS MÉDICAS;41001010026P9;41001010
3876;CIÊNCIAS MÉDICAS;41001010070P8;41001010
3877;CONTABILIDADE;41001010054P2;41001010
3878;CONTROLE DE GESTÃO;41001010163P6;41001010
3879;Cuidados Intensivos e Paliativos;41001010081P0;41001010
3880;DESASTRES NATURAIS;41001010157P6;41001010
3881;DESIGN ;41001010064P8;41001010
3882;DIREITO;41001010011P1;41001010
3883;DIREITO;41001010158P2;41001010
3884;ECOLOGIA;41001010071P4;41001010
3885;ECONOMIA;41001010032P9;41001010
3886;ECOSSISTEMAS AGRÍCOLAS E NATURAIS;41001010161P3;41001010
3887;EDUCAÇÃO;41001010015P7;41001010
3888;EDUCAÇÃO CIENTIFICA E TECNOLÓGICA;41001010050P7;41001010
3889;EDUCAÇÃO FÍSICA;41001010039P3;41001010
3890;ENERGIA E SUSTENTABILIDADE;41001010159P9;41001010
3891;ENFERMAGEM;41001010009P7;41001010
3892;ENGENHARIA AMBIENTAL;41001010033P5;41001010
3893;ENGENHARIA AMBIENTAL;41001010080P3;41001010
3894;ENGENHARIA CIVIL;41001010023P0;41001010
3895;ENGENHARIA CIVIL;41001010060P2;41001010
3896;ENGENHARIA DE ALIMENTOS;41001010046P0;41001010
3897;ENGENHARIA DE AUTOMAÇÃO E SISTEMAS;41001010065P4;41001010
3898;ENGENHARIA DE PRODUÇÃO;41001010007P4;41001010
3899;ENGENHARIA DE PRODUÇÃO;41001010051P3;41001010
3900;ENGENHARIA DE SISTEMAS ELETRÔNICOS;41001010162P0;41001010
3901;Engenharia de Transportes e Gestão Territorial;41001010088P4;41001010
3902;Engenharia e Ciências Mecânicas;41001010090P9;41001010
3903;ENGENHARIA E GESTÃO DO CONHECIMENTO;41001010055P9;41001010
3904;ENGENHARIA ELÉTRICA;41001010005P1;41001010
3905;ENGENHARIA ELÉTRICA;41001010057P1;41001010
3906;ENGENHARIA ELÉTRICA;41001010059P4;41001010
